species,common_name,family,region,venom_type,toxicity_level,antivenom_available,conservation_status,habitat,avg_length,max_length,image_path,venomous
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_107.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_113.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_105.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_111.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_139.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_68.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_97.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_83.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_5.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_4.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_82.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_138.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_110.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_104.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_55.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_60.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_61.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_51.png,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_79.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_128.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_114.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_45.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_92.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_86.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_1.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_93.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_115.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_101.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_50.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_78.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_52.png,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_117.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_52.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_103.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_91.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_193.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_2.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_57.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_90.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_185.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_84.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_102.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_116.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_62.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_127.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_76.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_54.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_77.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_126.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_132.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_63.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_62.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_124.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_75.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_61.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_130.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_118.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_58.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_119.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_131.JPG,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_60.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_74.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_125.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_109.JPG,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_58.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_121.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_64.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_135.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_59.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_65.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_120.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_59.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_108.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_63.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_122.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_73.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_55.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_99.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_72.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_123.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_137.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_150.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_144.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_178.JPG,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_29.JPG,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_72.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_28.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_179.JPG,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_151.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_16.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_147.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_153.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_152.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_146.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_17.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_181.png,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_142.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_156.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_180.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_143.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_12.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_69.jpeg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_169.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_155.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_10.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_141.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_140.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_154.jpg,False
Ptyas mucosa,CommonRat Snake,Colubridae,Pan-India,Non-venomous,Non-toxic,No,Least Concern,"Urban areas, agricultural fields",150,300,data/raw_images/Non-Venomous/CommonRat Snake/CommonRat_168.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_18.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_1.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_19.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_27.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_73.jpeg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_2.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_26.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_7.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_6.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_72.jpeg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_37.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_23.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_35.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_21.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_4.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_5.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_34.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_53.jpg,False
Ahaetulla nasuta,Green Tree Vine,Colubridae,Peninsular India,Mildly venomous,Non-toxic,No,Least Concern,"Forests, gardens",150,200,data/raw_images/Non-Venomous/Green Tree Vine/Green_47.jpg,False
